

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.21	5.12	0.00	0.17	0.17	-90.00	0
2	0	0.55	6.82	0.00	0.17	0.17	-92.20	0
3	0	-0.13	2.74	0.00	0.17	0.17	-90.00	0
4	0	0.21	14.98	0.00	0.17	0.17	-90.00	0
5	0	-0.47	9.20	0.00	0.17	0.17	-88.76	0
6	0	0.21	17.70	0.00	0.17	0.17	-90.00	0
7	0	-0.47	10.56	0.00	0.17	0.17	-88.91	0
8	0	-0.47	15.66	0.00	0.17	0.17	-89.24	0
9	0	-0.81	13.96	0.00	0.17	0.17	-87.86	0
10	0	0.89	17.70	0.00	0.17	0.17	-91.96	0
11	0	-0.81	8.52	0.00	0.17	0.17	-86.63	0
12	0	0.55	17.02	0.00	0.17	0.17	-90.95	0
13	0	0.55	9.20	0.00	0.17	0.17	-91.68	0
14	0	0.21	8.86	0.00	0.17	0.17	-90.00	0
15	0	0.55	7.16	0.00	0.17	0.17	-92.11	0
16	0	-0.13	3.42	0.00	0.17	0.17	-90.00	0
17	0	0.21	4.10	0.00	0.17	0.17	-90.00	0
18	0	-0.81	15.32	0.00	0.17	0.17	-88.03	0
19	0	0.55	15.66	0.00	0.17	0.17	-91.03	0
20	0	0.89	12.94	0.00	0.17	0.17	-92.63	0
21	0	0.89	18.04	0.00	0.17	0.17	-91.93	0
22	0	0.55	4.78	0.00	0.17	0.17	-92.97	0
23	0	0.89	4.10	0.00	0.17	0.17	-97.15	0
24	0	0.89	11.24	0.00	0.17	0.17	-92.99	0
25	0	0.21	6.82	0.00	0.17	0.17	-90.00	0
26	0	0.21	10.56	0.00	0.17	0.17	-90.00	0
27	0	0.89	9.88	0.00	0.17	0.17	-93.37	0
28	0	-0.13	7.16	0.00	0.17	0.17	-90.00	0
29	0	0.21	14.30	0.00	0.17	0.17	-90.00	0
30	0	-0.81	10.22	0.00	0.17	0.17	-87.14	0
31	0	-0.81	10.56	0.00	0.17	0.17	-87.23	0
32	0	0.55	8.52	0.00	0.17	0.17	-91.80	0
33	0	-0.47	3.42	0.00	0.17	0.17	-87.15	0
34	0	0.89	6.82	0.00	0.17	0.17	-94.68	0
35	0	0.55	5.12	0.00	0.17	0.17	-92.81	0
36	0	-0.13	6.14	0.00	0.17	0.17	-90.00	0
37	0	0.55	11.92	0.00	0.17	0.17	-91.33	0
38	0	-0.81	17.70	0.00	0.17	0.17	-88.28	0
39	0	0.21	1.72	0.00	0.17	0.17	-90.00	0
40	0	0.89	8.86	0.00	0.17	0.17	-93.71	0
41	0	-0.47	7.50	0.00	0.17	0.17	-88.52	0
42	0	0.89	10.56	0.00	0.17	0.17	-93.17	0
43	0	0.55	14.64	0.00	0.17	0.17	-91.10	0
44	0	-0.81	3.76	0.00	0.17	0.17	-83.29	0
45	0	-0.13	18.04	0.00	0.17	0.17	-90.00	0
46	0	-0.13	13.62	0.00	0.17	0.17	-90.00	0
47	0	0.55	16.68	0.00	0.17	0.17	-90.97	0
48	0	-0.47	8.52	0.00	0.17	0.17	-88.68	0
49	0	0.21	16.00	0.00	0.17	0.17	-90.00	0
50	0	0.89	14.98	0.00	0.17	0.17	-92.29	0
1	1	0.21	5.12	0.00	0.17	0.17	-90.00	0
2	1	0.55	6.82	0.00	0.17	0.17	-92.20	0
3	1	-0.13	2.72	0.00	0.17	0.17	-90.00	139
4	1	0.21	14.98	0.00	0.17	0.17	-90.00	26
5	1	-0.47	9.19	0.00	0.17	0.17	-88.76	64
6	1	0.21	17.69	0.00	0.17	0.17	-90.00	79
7	1	-0.45	10.52	0.00	0.17	0.17	-88.91	254
8	1	-0.47	15.66	0.00	0.17	0.17	-89.24	26
9	1	-0.79	13.92	0.00	0.17	0.17	-87.86	255
10	1	0.88	17.69	0.00	0.17	0.17	-91.96	79
11	1	-0.81	8.52	0.00	0.17	0.17	-86.63	0
12	1	0.55	17.02	0.00	0.17	0.17	-90.95	0
13	1	0.55	9.20	0.00	0.17	0.17	-91.68	26
14	1	0.21	8.86	0.00	0.17	0.17	-90.00	26
15	1	0.55	7.16	0.00	0.17	0.17	-92.11	0
16	1	-0.13	3.42	0.00	0.17	0.17	-90.00	0
17	1	0.21	4.06	0.00	0.17	0.17	-90.00	255
18	1	-0.81	15.29	0.00	0.17	0.17	-88.03	194
19	1	0.56	15.65	0.00	0.17	0.17	-91.03	79
20	1	0.91	12.91	0.00	0.17	0.17	-92.63	255
21	1	0.89	18.04	0.00	0.17	0.17	-91.93	0
22	1	0.55	4.77	0.00	0.17	0.17	-92.97	79
23	1	0.88	4.06	0.00	0.17	0.17	-97.15	255
24	1	0.88	11.23	0.00	0.17	0.17	-92.99	118
25	1	0.21	6.81	0.00	0.17	0.17	-90.00	79
26	1	0.20	10.52	0.00	0.17	0.17	-90.00	224
27	1	0.88	9.87	0.00	0.17	0.17	-93.37	79
28	1	-0.13	7.16	0.00	0.17	0.17	-90.00	26
29	1	0.20	14.29	0.00	0.17	0.17	-90.00	79
30	1	-0.80	10.20	0.00	0.17	0.17	-87.14	139
31	1	-0.81	10.56	0.00	0.17	0.17	-87.23	0
32	1	0.56	8.48	0.00	0.17	0.17	-91.80	255
33	1	-0.48	3.38	0.00	0.17	0.17	-87.15	255
34	1	0.89	6.82	0.00	0.17	0.17	-94.68	0
35	1	0.55	5.12	0.00	0.17	0.17	-92.81	0
36	1	-0.13	6.10	0.00	0.17	0.17	-90.00	255
37	1	0.55	11.91	0.00	0.17	0.17	-91.33	79
38	1	-0.78	17.67	0.00	0.17	0.17	-88.28	254
39	1	0.20	1.68	0.00	0.17	0.17	-90.00	255
40	1	0.89	8.86	0.00	0.17	0.17	-93.71	26
41	1	-0.47	7.50	0.00	0.17	0.17	-88.52	26
42	1	0.85	10.54	0.00	0.17	0.17	-93.17	255
43	1	0.57	14.60	0.00	0.17	0.17	-91.10	255
44	1	-0.81	3.76	0.00	0.17	0.17	-83.29	26
45	1	-0.13	18.04	0.00	0.17	0.17	-90.00	26
46	1	-0.12	13.58	0.00	0.17	0.17	-90.00	254
47	1	0.55	16.67	0.00	0.17	0.17	-90.97	79
48	1	-0.47	8.50	0.00	0.17	0.17	-88.68	129
49	1	0.20	15.99	0.00	0.17	0.17	-90.00	79
50	1	0.89	14.98	0.00	0.17	0.17	-92.29	26
1	2	0.21	5.09	0.00	0.17	0.17	-99.00	27
2	2	0.55	6.82	0.00	0.17	0.17	-92.20	0
3	2	-0.14	2.66	0.00	0.17	0.17	-117.29	140
4	2	0.23	14.98	0.00	0.17	0.17	-77.54	78
5	2	-0.47	9.17	0.00	0.17	0.17	-78.09	64
6	2	0.22	17.66	0.00	0.17	0.17	-71.19	75
7	2	-0.45	10.51	0.00	0.17	0.17	-96.73	22
8	2	-0.46	15.64	0.00	0.17	0.17	-94.36	118
9	2	-0.80	13.85	0.00	0.17	0.17	-119.73	255
10	2	0.87	17.68	0.00	0.17	0.17	-141.00	3
11	2	-0.81	8.52	0.00	0.17	0.17	-86.63	0
12	2	0.55	17.02	0.00	0.17	0.17	-90.95	3
13	2	0.55	9.19	0.00	0.17	0.17	-54.64	29
14	2	0.20	8.84	0.00	0.17	0.17	-148.64	33
15	2	0.55	7.16	0.00	0.17	0.17	-92.11	0
16	2	-0.13	3.41	0.00	0.17	0.17	-90.00	2
17	2	0.21	4.01	0.00	0.17	0.17	-86.25	68
18	2	-0.81	15.23	0.00	0.17	0.17	-51.66	255
19	2	0.56	15.63	0.00	0.17	0.17	-47.31	75
20	2	0.87	12.87	0.00	0.17	0.17	-158.09	138
21	2	0.89	18.04	0.00	0.17	0.17	-91.93	3
22	2	0.55	4.74	0.00	0.17	0.17	-92.79	89
23	2	0.88	3.98	0.00	0.17	0.17	-97.43	254
24	2	0.83	11.22	0.00	0.17	0.17	-119.43	255
25	2	0.21	6.77	0.00	0.17	0.17	-59.69	254
26	2	0.18	10.48	0.00	0.17	0.17	-138.47	115
27	2	0.87	9.85	0.00	0.17	0.17	-141.25	76
28	2	-0.18	7.12	0.00	0.17	0.17	-108.48	255
29	2	0.20	14.23	0.00	0.17	0.17	-84.03	84
30	2	-0.76	10.16	0.00	0.17	0.17	-31.38	133
31	2	-0.81	10.56	0.00	0.17	0.17	-87.23	8
32	2	0.52	8.42	0.00	0.17	0.17	-134.52	217
33	2	-0.48	3.35	0.00	0.17	0.17	-85.19	80
34	2	0.89	6.82	0.00	0.17	0.17	-94.68	0
35	2	0.55	5.12	0.00	0.17	0.17	-92.81	5
36	2	-0.13	6.01	0.00	0.17	0.17	-92.31	255
37	2	0.54	11.84	0.00	0.17	0.17	-99.28	206
38	2	-0.75	17.60	0.00	0.17	0.17	-47.06	255
39	2	0.16	1.61	0.00	0.17	0.17	-134.40	255
40	2	0.88	8.85	0.00	0.17	0.17	175.97	36
41	2	-0.48	7.45	0.00	0.17	0.17	-55.54	255
42	2	0.82	10.50	0.00	0.17	0.17	-133.68	58
43	2	0.61	14.58	0.00	0.17	0.17	-33.80	34
44	2	-0.81	3.75	0.00	0.17	0.17	-89.02	31
45	2	-0.13	17.99	0.00	0.17	0.17	-77.04	254
46	2	-0.09	13.55	0.00	0.17	0.17	-107.65	255
47	2	0.59	16.64	0.00	0.17	0.17	-8.55	129
48	2	-0.47	8.50	0.00	0.17	0.17	-88.68	0
49	2	0.20	15.99	0.00	0.17	0.17	-60.89	31
50	2	0.88	14.97	0.00	0.17	0.17	-124.54	26
1	3	0.21	5.07	0.00	0.17	0.17	-91.84	27
2	3	0.55	6.82	0.00	0.17	0.17	-92.20	0
3	3	-0.16	2.57	0.00	0.17	0.17	-102.70	255
4	3	0.20	14.94	0.00	0.17	0.17	-129.20	74
5	3	-0.44	9.13	0.00	0.17	0.17	-67.68	255
6	3	0.23	17.64	0.00	0.17	0.17	-77.59	70
7	3	-0.43	10.47	0.00	0.17	0.17	-91.71	251
8	3	-0.44	15.58	0.00	0.17	0.17	-78.37	109
9	3	-0.82	13.77	0.00	0.17	0.17	-113.90	255
10	3	0.86	17.66	0.00	0.17	0.17	-118.43	73
11	3	-0.83	8.48	0.00	0.17	0.17	-4.22	10
12	3	0.55	17.02	0.00	0.17	0.17	-90.95	14
13	3	0.55	9.18	0.00	0.17	0.17	-131.77	23
14	3	0.21	8.83	0.00	0.17	0.17	-35.12	38
15	3	0.55	7.16	0.00	0.17	0.17	-92.11	0
