

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	-0.47	13.28	0.00	0.17	0.17	-89.12	0
2	0	0.55	8.52	0.00	0.17	0.17	-91.80	0
3	0	0.21	16.00	0.00	0.17	0.17	-90.00	0
4	0	0.89	6.14	0.00	0.17	0.17	-95.12	0
5	0	-0.81	17.02	0.00	0.17	0.17	-88.22	0
6	0	-0.47	10.90	0.00	0.17	0.17	-88.94	0
7	0	0.89	0.36	0.00	0.17	0.17	-115.20	0
8	0	0.21	12.60	0.00	0.17	0.17	-90.00	0
9	0	0.89	12.94	0.00	0.17	0.17	-92.63	0
10	0	-0.13	4.44	0.00	0.17	0.17	-90.00	0
11	0	0.55	14.30	0.00	0.17	0.17	-91.12	0
12	0	0.21	15.32	0.00	0.17	0.17	-90.00	0
13	0	-0.47	0.36	0.00	0.17	0.17	-80.81	0
14	0	-0.13	6.82	0.00	0.17	0.17	-90.00	0
15	0	-0.13	3.08	0.00	0.17	0.17	-90.00	0
16	0	-0.81	14.30	0.00	0.17	0.17	-87.90	0
17	0	0.89	16.34	0.00	0.17	0.17	-92.11	0
18	0	0.21	14.30	0.00	0.17	0.17	-90.00	0
19	0	0.55	18.04	0.00	0.17	0.17	-90.90	0
20	0	-0.47	11.58	0.00	0.17	0.17	-89.00	0
21	0	-0.81	6.48	0.00	0.17	0.17	-85.72	0
22	0	-0.47	12.94	0.00	0.17	0.17	-89.10	0
23	0	-0.47	2.74	0.00	0.17	0.17	-86.63	0
24	0	-0.47	7.84	0.00	0.17	0.17	-88.57	0
25	0	-0.81	10.56	0.00	0.17	0.17	-87.23	0
26	0	0.89	15.32	0.00	0.17	0.17	-92.25	0
27	0	0.21	1.04	0.00	0.17	0.17	-90.00	0
28	0	-0.13	6.48	0.00	0.17	0.17	-90.00	0
29	0	0.89	5.80	0.00	0.17	0.17	-95.38	0
30	0	-0.13	9.20	0.00	0.17	0.17	-90.00	0
31	0	-0.47	12.26	0.00	0.17	0.17	-89.05	0
32	0	-0.47	17.02	0.00	0.17	0.17	-89.30	0
33	0	-0.47	13.62	0.00	0.17	0.17	-89.14	0
34	0	0.89	13.62	0.00	0.17	0.17	-92.51	0
35	0	-0.47	11.24	0.00	0.17	0.17	-88.97	0
36	0	-0.13	4.10	0.00	0.17	0.17	-90.00	0
37	0	-0.81	14.98	0.00	0.17	0.17	-87.99	0
38	0	0.21	12.26	0.00	0.17	0.17	-90.00	0
39	0	0.21	10.56	0.00	0.17	0.17	-90.00	0
40	0	-0.47	3.76	0.00	0.17	0.17	-87.35	0
41	0	-0.13	10.90	0.00	0.17	0.17	-90.00	0
42	0	0.89	11.24	0.00	0.17	0.17	-92.99	0
43	0	-0.13	13.62	0.00	0.17	0.17	-90.00	0
44	0	0.55	9.88	0.00	0.17	0.17	-91.58	0
45	0	-0.47	1.38	0.00	0.17	0.17	-84.72	0
46	0	-0.13	1.72	0.00	0.17	0.17	-90.00	0
47	0	-0.47	17.36	0.00	0.17	0.17	-89.31	0
48	0	-0.47	15.32	0.00	0.17	0.17	-89.23	0
49	0	0.89	10.22	0.00	0.17	0.17	-93.26	0
50	0	-0.47	8.86	0.00	0.17	0.17	-88.72	0
1	1	-0.47	13.28	0.00	0.17	0.17	-89.12	0
2	1	0.56	8.48	0.00	0.17	0.17	-91.80	255
3	1	0.21	15.99	0.00	0.17	0.17	-90.00	64
4	1	0.89	6.14	0.00	0.17	0.17	-95.12	0
5	1	-0.81	17.02	0.00	0.17	0.17	-88.22	0
6	1	-0.47	10.90	0.00	0.17	0.17	-88.94	26
7	1	0.86	0.35	0.00	0.17	0.17	-115.20	194
8	1	0.21	12.60	0.00	0.17	0.17	-90.00	0
9	1	0.88	12.93	0.00	0.17	0.17	-92.63	79
10	1	-0.13	4.44	0.00	0.17	0.17	-90.00	0
11	1	0.55	14.30	0.00	0.17	0.17	-91.12	0
12	1	0.19	15.29	0.00	0.17	0.17	-90.00	209
13	1	-0.45	0.37	0.00	0.17	0.17	-80.81	118
14	1	-0.13	6.82	0.00	0.17	0.17	-90.00	0
15	1	-0.13	3.05	0.00	0.17	0.17	-90.00	194
16	1	-0.81	14.26	0.00	0.17	0.17	-87.90	255
17	1	0.88	16.34	0.00	0.17	0.17	-92.11	79
18	1	0.20	14.29	0.00	0.17	0.17	-90.00	79
19	1	0.56	18.00	0.00	0.17	0.17	-90.90	255
20	1	-0.47	11.58	0.00	0.17	0.17	-89.00	0
21	1	-0.81	6.44	0.00	0.17	0.17	-85.72	254
22	1	-0.47	12.93	0.00	0.17	0.17	-89.10	64
23	1	-0.47	2.71	0.00	0.17	0.17	-86.63	194
24	1	-0.46	7.82	0.00	0.17	0.17	-88.57	139
25	1	-0.78	10.53	0.00	0.17	0.17	-87.23	255
26	1	0.88	15.32	0.00	0.17	0.17	-92.25	64
27	1	0.22	1.00	0.00	0.17	0.17	-90.00	255
28	1	-0.13	6.44	0.00	0.17	0.17	-90.00	255
29	1	0.89	5.76	0.00	0.17	0.17	-95.38	255
30	1	-0.12	9.18	0.00	0.17	0.17	-90.00	118
31	1	-0.44	12.23	0.00	0.17	0.17	-89.05	254
32	1	-0.47	16.98	0.00	0.17	0.17	-89.30	254
33	1	-0.47	13.62	0.00	0.17	0.17	-89.14	0
34	1	0.86	13.61	0.00	0.17	0.17	-92.51	202
35	1	-0.47	11.24	0.00	0.17	0.17	-88.97	0
36	1	-0.13	4.10	0.00	0.17	0.17	-90.00	26
37	1	-0.81	14.97	0.00	0.17	0.17	-87.99	64
38	1	0.20	12.24	0.00	0.17	0.17	-90.00	118
39	1	0.20	10.53	0.00	0.17	0.17	-90.00	202
40	1	-0.47	3.74	0.00	0.17	0.17	-87.35	129
41	1	-0.13	10.90	0.00	0.17	0.17	-90.00	26
42	1	0.88	11.22	0.00	0.17	0.17	-92.99	129
43	1	-0.11	13.60	0.00	0.17	0.17	-90.00	168
44	1	0.54	9.84	0.00	0.17	0.17	-91.58	255
45	1	-0.47	1.36	0.00	0.17	0.17	-84.72	129
46	1	-0.13	1.72	0.00	0.17	0.17	-90.00	26
47	1	-0.47	17.36	0.00	0.17	0.17	-89.31	0
48	1	-0.47	15.32	0.00	0.17	0.17	-89.23	26
49	1	0.89	10.22	0.00	0.17	0.17	-93.26	26
50	1	-0.48	8.84	0.00	0.17	0.17	-88.72	129
1	2	-0.47	13.28	0.00	0.17	0.17	-89.12	1
2	2	0.55	8.40	0.00	0.17	0.17	-92.11	255
3	2	0.21	15.97	0.00	0.17	0.17	-71.94	69
4	2	0.89	6.14	0.00	0.17	0.17	-95.12	15
5	2	-0.81	17.02	0.00	0.17	0.17	-88.22	3
6	2	-0.48	10.89	0.00	0.17	0.17	-151.75	30
7	2	0.81	0.35	0.00	0.17	0.17	122.57	254
8	2	0.21	12.60	0.00	0.17	0.17	-90.00	9
9	2	0.86	12.92	0.00	0.17	0.17	-132.22	75
10	2	-0.13	4.44	0.00	0.17	0.17	-90.00	1
