#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_5_6_lm_50/geo_5_6.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	1.96	0.70	0.00	0.17	0.17	-135.17	0
2	0	-2.12	6.82	0.00	0.17	0.17	-76.55	0
3	0	1.62	2.06	0.00	0.17	0.17	-114.12	0
4	0	-1.10	6.82	0.00	0.17	0.17	-83.80	0
5	0	-2.46	5.46	0.00	0.17	0.17	-71.11	0
6	0	-2.46	4.10	0.00	0.17	0.17	-66.57	0
7	0	0.26	1.04	0.00	0.17	0.17	-90.28	0
8	0	-0.08	5.12	0.00	0.17	0.17	-90.00	0
9	0	0.94	3.76	0.00	0.17	0.17	-98.25	0
10	0	-1.78	3.08	0.00	0.17	0.17	-69.44	0
11	0	0.94	1.72	0.00	0.17	0.17	-104.23	0
12	0	-2.46	1.04	0.00	0.17	0.17	-42.71	0
13	0	-1.78	1.38	0.00	0.17	0.17	-57.26	0
14	0	-1.44	2.74	0.00	0.17	0.17	-72.35	0
15	0	-2.12	6.14	0.00	0.17	0.17	-75.32	0
16	0	1.28	5.80	0.00	0.17	0.17	-98.61	0
17	0	-0.76	6.14	0.00	0.17	0.17	-85.91	0
18	0	1.96	1.38	0.00	0.17	0.17	-125.70	0
19	0	-2.12	6.48	0.00	0.17	0.17	-75.96	0
20	0	0.94	2.74	0.00	0.17	0.17	-100.45	0
21	0	-2.46	2.74	0.00	0.17	0.17	-59.42	0
22	0	-1.44	1.38	0.00	0.17	0.17	-63.43	0
23	0	-0.76	1.72	0.00	0.17	0.17	-79.38	0
24	0	0.94	3.08	0.00	0.17	0.17	-99.60	0
25	0	0.26	6.14	0.00	0.17	0.17	-90.08	0
26	0	-1.10	6.14	0.00	0.17	0.17	-83.21	0
27	0	-2.46	3.42	0.00	0.17	0.17	-63.43	0
28	0	1.28	4.44	0.00	0.17	0.17	-100.72	0
29	0	0.60	6.14	0.00	0.17	0.17	-92.81	0
30	0	-2.46	1.38	0.00	0.17	0.17	-47.12	0
