#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_5_6_lm_50/geo_5_6.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	1.96	2.40	0.00	0.17	0.17	-116.70	0
2	0	-0.76	1.72	0.00	0.17	0.17	-79.38	0
3	0	-2.12	6.82	0.00	0.17	0.17	-76.55	0
4	0	-2.12	5.46	0.00	0.17	0.17	-73.86	0
5	0	-2.46	1.04	0.00	0.17	0.17	-42.71	0
6	0	-1.44	3.42	0.00	0.17	0.17	-74.93	0
7	0	-1.10	2.40	0.00	0.17	0.17	-75.96	0
8	0	-1.78	4.44	0.00	0.17	0.17	-74.29	0
9	0	-0.42	4.78	0.00	0.17	0.17	-88.32	0
10	0	-0.76	6.14	0.00	0.17	0.17	-85.91	0
11	0	-2.46	5.46	0.00	0.17	0.17	-71.11	0
12	0	-2.46	1.72	0.00	0.17	0.17	-50.91	0
13	0	-1.78	0.70	0.00	0.17	0.17	-48.01	0
14	0	-1.10	1.38	0.00	0.17	0.17	-70.35	0
15	0	1.96	4.10	0.00	0.17	0.17	-108.54	0
16	0	-1.44	5.12	0.00	0.17	0.17	-79.00	0
17	0	-1.44	2.40	0.00	0.17	0.17	-70.71	0
18	0	-2.46	4.78	0.00	0.17	0.17	-69.08	0
19	0	2.30	6.14	0.00	0.17	0.17	-106.02	0
20	0	0.60	1.72	0.00	0.17	0.17	-97.33	0
21	0	-1.10	0.36	0.00	0.17	0.17	-57.99	0
22	0	-2.12	1.38	0.00	0.17	0.17	-51.84	0
23	0	0.94	5.46	0.00	0.17	0.17	-96.10	0
24	0	0.26	4.44	0.00	0.17	0.17	-90.11	0
25	0	2.30	2.40	0.00	0.17	0.17	-121.09	0
26	0	-0.08	1.72	0.00	0.17	0.17	-90.00	0
27	0	2.30	5.80	0.00	0.17	0.17	-106.78	0
28	0	0.94	3.76	0.00	0.17	0.17	-98.25	0
29	0	2.30	1.38	0.00	0.17	0.17	-130.74	0
30	0	-1.10	5.12	0.00	0.17	0.17	-82.09	0
31	0	-2.12	1.04	0.00	0.17	0.17	-47.49	0
32	0	-1.44	5.46	0.00	0.17	0.17	-79.56	0
33	0	-0.08	6.48	0.00	0.17	0.17	-90.00	0
34	0	-2.46	5.12	0.00	0.17	0.17	-70.14	0
35	0	1.62	5.46	0.00	0.17	0.17	-101.97	0
36	0	1.28	3.08	0.00	0.17	0.17	-104.17	0
37	0	1.28	5.12	0.00	0.17	0.17	-99.55	0
38	0	2.30	1.72	0.00	0.17	0.17	-127.00	0
39	0	0.26	3.76	0.00	0.17	0.17	-90.12	0
40	0	0.60	5.46	0.00	0.17	0.17	-93.10	0
41	0	0.26	0.70	0.00	0.17	0.17	-90.34	0
42	0	1.28	6.48	0.00	0.17	0.17	-97.84	0
43	0	1.96	0.36	0.00	0.17	0.17	-141.50	0
44	0	-1.78	6.48	0.00	0.17	0.17	-78.44	0
45	0	0.94	1.04	0.00	0.17	0.17	-108.69	0
46	0	-0.42	0.36	0.00	0.17	0.17	-82.87	0
47	0	1.28	5.80	0.00	0.17	0.17	-98.61	0
48	0	0.94	2.74	0.00	0.17	0.17	-100.45	0
49	0	1.28	4.44	0.00	0.17	0.17	-100.72	0
50	0	-1.44	3.76	0.00	0.17	0.17	-75.96	0
1	1	1.93	2.38	0.00	0.17	0.17	-116.70	224
2	1	-0.76	1.72	0.00	0.17	0.17	-79.38	26
