#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_5_6_lm_50/geo_5_6.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	-0.42	4.78	0.00	0.17	0.17	-88.32	0
2	0	1.28	0.36	0.00	0.17	0.17	-127.14	0
3	0	-1.78	5.12	0.00	0.17	0.17	-75.96	0
4	0	-1.44	1.38	0.00	0.17	0.17	-63.43	0
5	0	-0.42	3.76	0.00	0.17	0.17	-87.95	0
6	0	-1.10	2.06	0.00	0.17	0.17	-74.48	0
7	0	-1.44	4.44	0.00	0.17	0.17	-77.66	0
8	0	-1.78	3.76	0.00	0.17	0.17	-72.18	0
9	0	1.28	3.08	0.00	0.17	0.17	-104.17	0
10	0	-2.12	6.48	0.00	0.17	0.17	-75.96	0
11	0	0.60	0.36	0.00	0.17	0.17	-104.43	0
12	0	-2.46	4.78	0.00	0.17	0.17	-69.08	0
13	0	0.60	2.06	0.00	0.17	0.17	-96.53	0
14	0	-0.42	3.08	0.00	0.17	0.17	-87.61	0
15	0	-0.76	2.74	0.00	0.17	0.17	-82.23	0
16	0	2.30	2.06	0.00	0.17	0.17	-123.82	0
17	0	1.28	6.82	0.00	0.17	0.17	-97.50	0
18	0	-2.46	5.80	0.00	0.17	0.17	-72.00	0
19	0	-2.46	2.06	0.00	0.17	0.17	-54.16	0
20	0	1.62	0.36	0.00	0.17	0.17	-135.21	0
21	0	1.96	1.04	0.00	0.17	0.17	-129.97	0
22	0	0.26	2.74	0.00	0.17	0.17	-90.15	0
23	0	1.28	0.70	0.00	0.17	0.17	-121.21	0
24	0	1.62	5.12	0.00	0.17	0.17	-102.62	0
25	0	-2.46	2.40	0.00	0.17	0.17	-56.98	0
26	0	-0.76	4.44	0.00	0.17	0.17	-84.64	0
27	0	-2.12	2.06	0.00	0.17	0.17	-58.57	0
28	0	-0.08	0.02	0.00	0.17	0.17	-90.00	0
29	0	2.30	5.12	0.00	0.17	0.17	-108.52	0
30	0	1.28	5.46	0.00	0.17	0.17	-99.06	0
31	0	-0.76	3.08	0.00	0.17	0.17	-82.87	0
32	0	-1.78	4.10	0.00	0.17	0.17	-73.30	0
33	0	-1.78	0.36	0.00	0.17	0.17	-41.63	0
34	0	-1.10	6.48	0.00	0.17	0.17	-83.52	0
35	0	1.62	3.76	0.00	0.17	0.17	-106.06	0
36	0	-0.08	0.36	0.00	0.17	0.17	-90.00	0
37	0	-1.78	1.04	0.00	0.17	0.17	-53.13	0
38	0	1.96	0.70	0.00	0.17	0.17	-135.17	0
39	0	1.62	4.10	0.00	0.17	0.17	-105.04	0
40	0	-2.12	6.14	0.00	0.17	0.17	-75.32	0
41	0	-0.42	4.10	0.00	0.17	0.17	-88.09	0
42	0	-1.10	4.10	0.00	0.17	0.17	-80.54	0
43	0	0.94	0.70	0.00	0.17	0.17	-112.09	0
44	0	1.28	2.06	0.00	0.17	0.17	-108.60	0
45	0	-0.08	3.42	0.00	0.17	0.17	-90.00	0
46	0	-0.08	3.08	0.00	0.17	0.17	-90.00	0
47	0	-0.76	6.14	0.00	0.17	0.17	-85.91	0
48	0	-0.76	5.46	0.00	0.17	0.17	-85.49	0
49	0	0.94	3.42	0.00	0.17	0.17	-98.87	0
50	0	0.94	6.14	0.00	0.17	0.17	-95.52	0
1	1	-0.42	4.77	0.00	0.17	0.17	-88.32	64
2	1	1.28	0.36	0.00	0.17	0.17	-127.14	0
3	1	-1.78	5.11	0.00	0.17	0.17	-75.96	79
4	1	-1.43	1.34	0.00	0.17	0.17	-63.43	255
5	1	-0.42	3.76	0.00	0.17	0.17	-87.95	26
6	1	-1.09	2.02	0.00	0.17	0.17	-74.48	254
7	1	-1.44	4.44	0.00	0.17	0.17	-77.66	26
8	1	-1.77	3.72	0.00	0.17	0.17	-72.18	255
9	1	1.28	3.06	0.00	0.17	0.17	-104.17	129
10	1	-2.12	6.48	0.00	0.17	0.17	-75.96	0
11	1	0.59	0.36	0.00	0.17	0.17	-104.43	64
12	1	-2.45	4.76	0.00	0.17	0.17	-69.08	118
13	1	0.60	2.03	0.00	0.17	0.17	-96.53	202
14	1	-0.42	3.08	0.00	0.17	0.17	-87.61	0
15	1	-0.76	2.73	0.00	0.17	0.17	-82.23	79
16	1	2.27	2.03	0.00	0.17	0.17	-123.82	254
17	1	1.26	6.85	0.00	0.17	0.17	-97.50	255
18	1	-2.45	5.78	0.00	0.17	0.17	-72.00	129
19	1	-2.46	2.06	0.00	0.17	0.17	-54.16	0
20	1	1.62	0.36	0.00	0.17	0.17	-135.21	0
21	1	1.96	1.04	0.00	0.17	0.17	-129.97	0
22	1	0.25	2.70	0.00	0.17	0.17	-90.15	254
23	1	1.28	0.70	0.00	0.17	0.17	-121.21	0
24	1	1.62	5.10	0.00	0.17	0.17	-102.62	129
25	1	-2.46	2.40	0.00	0.17	0.17	-56.98	0
26	1	-0.76	4.44	0.00	0.17	0.17	-84.64	26
27	1	-2.11	2.05	0.00	0.17	0.17	-58.57	118
28	1	-0.06	-0.02	0.00	0.17	0.17	-90.00	255
29	1	2.30	5.08	0.00	0.17	0.17	-108.52	255
30	1	1.28	5.46	0.00	0.17	0.17	-99.06	26
31	1	-0.76	3.08	0.00	0.17	0.17	-82.87	0
32	1	-1.78	4.10	0.00	0.17	0.17	-73.30	0
33	1	-1.74	0.37	0.00	0.17	0.17	-41.63	255
34	1	-1.10	6.48	0.00	0.17	0.17	-83.52	26
35	1	1.61	3.75	0.00	0.17	0.17	-106.06	79
36	1	-0.08	0.36	0.00	0.17	0.17	-90.00	0
37	1	-1.76	1.00	0.00	0.17	0.17	-53.13	255
38	1	1.96	0.70	0.00	0.17	0.17	-135.17	26
39	1	1.62	4.10	0.00	0.17	0.17	-105.04	0
40	1	-2.11	6.12	0.00	0.17	0.17	-75.32	139
41	1	-0.42	4.10	0.00	0.17	0.17	-88.09	0
42	1	-1.10	4.08	0.00	0.17	0.17	-80.54	139
43	1	0.94	0.70	0.00	0.17	0.17	-112.09	0
44	1	1.28	2.03	0.00	0.17	0.17	-108.60	194
45	1	-0.08	3.42	0.00	0.17	0.17	-90.00	0
46	1	-0.08	3.08	0.00	0.17	0.17	-90.00	0
47	1	-0.76	6.13	0.00	0.17	0.17	-85.91	64
48	1	-0.76	5.44	0.00	0.17	0.17	-85.49	129
49	1	0.93	3.39	0.00	0.17	0.17	-98.87	202
50	1	0.94	6.10	0.00	0.17	0.17	-95.52	254
1	2	-0.41	4.75	0.00	0.17	0.17	-80.28	60
2	2	1.27	0.36	0.00	0.17	0.17	-127.14	68
3	2	-1.78	5.08	0.00	0.17	0.17	-83.26	77
4	2	-1.35	1.32	0.00	0.17	0.17	6.24	247
5	2	-0.42	3.75	0.00	0.17	0.17	-89.25	25
6	2	-1.07	1.94	0.00	0.17	0.17	-85.15	255
7	2	-1.44	4.43	0.00	0.17	0.17	-84.06	32
8	2	-1.74	3.64	0.00	0.17	0.17	-68.83	255
9	2	1.26	3.01	0.00	0.17	0.17	-104.46	173
10	2	-2.12	6.48	0.00	0.17	0.17	-75.96	8
11	2	0.57	0.31	0.00	0.17	0.17	-155.06	255
12	2	-2.43	4.68	0.00	0.17	0.17	-74.92	255
13	2	0.58	1.95	0.00	0.17	0.17	-98.53	255
14	2	-0.42	3.08	0.00	0.17	0.17	-87.61	0
15	2	-0.76	2.70	0.00	0.17	0.17	-96.43	87
16	2	2.24	1.98	0.00	0.17	0.17	-134.70	125
17	2	1.25	6.82	0.00	0.17	0.17	-107.90	96
18	2	-2.43	5.72	0.00	0.17	0.17	-80.39	255
19	2	-2.46	2.06	0.00	0.17	0.17	-54.16	5
20	2	1.62	0.36	0.00	0.17	0.17	-135.21	0
21	2	1.96	1.04	0.00	0.17	0.17	-129.97	0
22	2	0.25	2.65	0.00	0.17	0.17	-51.17	255
23	2	1.28	0.70	0.00	0.17	0.17	-121.21	0
24	2	1.61	5.06	0.00	0.17	0.17	-90.77	121
25	2	-2.46	2.40	0.00	0.17	0.17	-56.98	0
26	2	-0.76	4.43	0.00	0.17	0.17	-88.48	30
27	2	-2.08	2.02	0.00	0.17	0.17	-41.13	122
28	2	0.00	-0.07	0.00	0.17	0.17	-53.12	255
29	2	2.28	5.01	0.00	0.17	0.17	-108.01	215
30	2	1.27	5.37	0.00	0.17	0.17	-95.21	255
31	2	-0.76	3.08	0.00	0.17	0.17	-82.87	5
