

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	-2.46	5.46	0.00	0.17	0.17	-71.11	0
2	0	1.28	5.80	0.00	0.17	0.17	-98.61	0
3	0	0.26	6.14	0.00	0.17	0.17	-90.08	0
4	0	1.96	4.44	0.00	0.17	0.17	-107.45	0
5	0	-0.08	6.14	0.00	0.17	0.17	-90.00	0
6	0	0.60	4.44	0.00	0.17	0.17	-93.68	0
7	0	-2.12	5.12	0.00	0.17	0.17	-73.01	0
8	0	1.96	5.12	0.00	0.17	0.17	-105.61	0
9	0	-0.76	4.78	0.00	0.17	0.17	-84.96	0
10	0	-1.10	0.70	0.00	0.17	0.17	-63.43	0
11	0	0.26	4.44	0.00	0.17	0.17	-90.11	0
12	0	1.28	2.74	0.00	0.17	0.17	-105.40	0
13	0	1.28	6.14	0.00	0.17	0.17	-98.21	0
14	0	-0.76	6.48	0.00	0.17	0.17	-86.10	0
15	0	-1.78	1.72	0.00	0.17	0.17	-60.64	0
16	0	0.94	3.42	0.00	0.17	0.17	-98.87	0
17	0	-1.10	3.76	0.00	0.17	0.17	-79.88	0
18	0	-1.10	2.40	0.00	0.17	0.17	-75.96	0
19	0	1.62	5.80	0.00	0.17	0.17	-101.39	0
20	0	-0.42	3.76	0.00	0.17	0.17	-87.95	0
21	0	1.96	2.40	0.00	0.17	0.17	-116.70	0
22	0	0.26	6.48	0.00	0.17	0.17	-90.08	0
23	0	-1.44	2.74	0.00	0.17	0.17	-72.35	0
24	0	1.28	1.38	0.00	0.17	0.17	-113.40	0
25	0	-2.46	3.76	0.00	0.17	0.17	-65.10	0
26	0	-2.12	1.38	0.00	0.17	0.17	-51.84	0
27	0	-1.78	4.78	0.00	0.17	0.17	-75.17	0
28	0	1.28	0.36	0.00	0.17	0.17	-127.14	0
29	0	-1.78	2.74	0.00	0.17	0.17	-67.75	0
30	0	-2.46	4.10	0.00	0.17	0.17	-66.57	0
31	0	1.28	2.06	0.00	0.17	0.17	-108.60	0
32	0	1.96	0.36	0.00	0.17	0.17	-141.50	0
33	0	-1.44	3.42	0.00	0.17	0.17	-74.93	0
34	0	-2.46	5.12	0.00	0.17	0.17	-70.14	0
35	0	-0.76	1.72	0.00	0.17	0.17	-79.38	0
36	0	1.62	3.76	0.00	0.17	0.17	-106.06	0
37	0	0.94	3.08	0.00	0.17	0.17	-99.60	0
38	0	2.30	4.78	0.00	0.17	0.17	-109.53	0
39	0	-1.78	0.36	0.00	0.17	0.17	-41.63	0
40	0	0.60	1.38	0.00	0.17	0.17	-98.37	0
41	0	1.62	1.72	0.00	0.17	0.17	-116.73	0
42	0	-1.10	4.78	0.00	0.17	0.17	-81.63	0
43	0	-0.08	5.80	0.00	0.17	0.17	-90.00	0
44	0	0.94	1.38	0.00	0.17	0.17	-106.17	0
45	0	-2.46	2.06	0.00	0.17	0.17	-54.16	0
46	0	-0.08	3.42	0.00	0.17	0.17	-90.00	0
47	0	-0.42	1.04	0.00	0.17	0.17	-85.24	0
48	0	2.30	1.38	0.00	0.17	0.17	-130.74	0
49	0	-0.08	1.38	0.00	0.17	0.17	-90.00	0
50	0	0.26	5.46	0.00	0.17	0.17	-90.09	0
1	1	-2.46	5.46	0.00	0.17	0.17	-71.11	0
2	1	1.27	5.76	0.00	0.17	0.17	-98.61	255
3	1	0.26	6.13	0.00	0.17	0.17	-90.08	64
4	1	1.96	4.43	0.00	0.17	0.17	-107.45	79
5	1	-0.08	6.14	0.00	0.17	0.17	-90.00	0
6	1	0.60	4.44	0.00	0.17	0.17	-93.68	0
7	1	-2.12	5.12	0.00	0.17	0.17	-73.01	26
8	1	1.96	5.11	0.00	0.17	0.17	-105.61	64
9	1	-0.76	4.76	0.00	0.17	0.17	-84.96	139
10	1	-1.11	0.66	0.00	0.17	0.17	-63.43	255
11	1	0.26	4.42	0.00	0.17	0.17	-90.11	139
12	1	1.28	2.73	0.00	0.17	0.17	-105.40	64
13	1	1.28	6.14	0.00	0.17	0.17	-98.21	0
14	1	-0.77	6.44	0.00	0.17	0.17	-86.10	255
15	1	-1.78	1.69	0.00	0.17	0.17	-60.64	194
16	1	0.94	3.42	0.00	0.17	0.17	-98.87	0
17	1	-1.09	3.73	0.00	0.17	0.17	-79.88	194
18	1	-1.09	2.39	0.00	0.17	0.17	-75.96	79
19	1	1.62	5.80	0.00	0.17	0.17	-101.39	0
20	1	-0.42	3.76	0.00	0.17	0.17	-87.95	26
21	1	1.95	2.39	0.00	0.17	0.17	-116.70	79
22	1	0.26	6.48	0.00	0.17	0.17	-90.08	0
23	1	-1.44	2.74	0.00	0.17	0.17	-72.35	26
24	1	1.28	1.38	0.00	0.17	0.17	-113.40	0
25	1	-2.45	3.72	0.00	0.17	0.17	-65.10	255
26	1	-2.10	1.36	0.00	0.17	0.17	-51.84	168
27	1	-1.77	4.75	0.00	0.17	0.17	-75.17	168
28	1	1.24	0.38	0.00	0.17	0.17	-127.14	254
29	1	-1.78	2.74	0.00	0.17	0.17	-67.75	0
30	1	-2.46	4.10	0.00	0.17	0.17	-66.57	0
31	1	1.28	2.05	0.00	0.17	0.17	-108.60	64
32	1	1.95	0.36	0.00	0.17	0.17	-141.50	64
33	1	-1.44	3.41	0.00	0.17	0.17	-74.93	64
34	1	-2.46	5.12	0.00	0.17	0.17	-70.14	0
35	1	-0.76	1.71	0.00	0.17	0.17	-79.38	79
36	1	1.61	3.74	0.00	0.17	0.17	-106.06	139
37	1	0.94	3.08	0.00	0.17	0.17	-99.60	26
38	1	2.30	4.78	0.00	0.17	0.17	-109.53	26
39	1	-1.77	0.36	0.00	0.17	0.17	-41.63	79
40	1	0.59	1.34	0.00	0.17	0.17	-98.37	255
41	1	1.62	1.72	0.00	0.17	0.17	-116.73	26
42	1	-1.10	4.76	0.00	0.17	0.17	-81.63	129
43	1	-0.08	5.76	0.00	0.17	0.17	-90.00	255
44	1	0.94	1.38	0.00	0.17	0.17	-106.17	0
45	1	-2.45	2.05	0.00	0.17	0.17	-54.16	79
46	1	-0.08	3.38	0.00	0.17	0.17	-90.00	255
47	1	-0.40	1.00	0.00	0.17	0.17	-85.24	254
48	1	2.26	1.36	0.00	0.17	0.17	-130.74	255
49	1	-0.08	1.38	0.00	0.17	0.17	-90.00	26
50	1	0.26	5.44	0.00	0.17	0.17	-90.09	129
1	2	-2.46	5.46	0.00	0.17	0.17	-71.11	0
2	2	1.27	5.68	0.00	0.17	0.17	-93.26	254
3	2	0.26	6.11	0.00	0.17	0.17	-86.98	68
4	2	1.95	4.40	0.00	0.17	0.17	-102.36	82
5	2	-0.08	6.14	0.00	0.17	0.17	-90.00	8
6	2	0.60	4.44	0.00	0.17	0.17	-93.68	1
7	2	-2.12	5.11	0.00	0.17	0.17	-69.06	35
8	2	1.95	5.09	0.00	0.17	0.17	-108.59	65
9	2	-0.76	4.71	0.00	0.17	0.17	-84.94	133
10	2	-1.05	0.60	0.00	0.17	0.17	-33.60	255
11	2	0.26	4.37	0.00	0.17	0.17	-95.79	146
12	2	1.27	2.71	0.00	0.17	0.17	-112.02	64
13	2	1.28	6.14	0.00	0.17	0.17	-98.21	15
14	2	-0.76	6.36	0.00	0.17	0.17	-87.93	251
15	2	-1.74	1.64	0.00	0.17	0.17	-48.77	171
16	2	0.94	3.42	0.00	0.17	0.17	-98.87	8
17	2	-1.08	3.67	0.00	0.17	0.17	-76.74	192
18	2	-1.09	2.34	0.00	0.17	0.17	-97.94	76
19	2	1.62	5.80	0.00	0.17	0.17	-101.39	3
20	2	-0.42	3.74	0.00	0.17	0.17	-78.68	37
21	2	1.94	2.37	0.00	0.17	0.17	-114.44	76
22	2	0.26	6.48	0.00	0.17	0.17	-90.08	4
23	2	-1.44	2.73	0.00	0.17	0.17	-72.70	32
24	2	1.28	1.38	0.00	0.17	0.17	-113.40	0
25	2	-2.42	3.66	0.00	0.17	0.17	-56.97	255
26	2	-2.06	1.33	0.00	0.17	0.17	-38.10	169
27	2	-1.76	4.69	0.00	0.17	0.17	-76.10	194
28	2	1.19	0.41	0.00	0.17	0.17	172.94	145
29	2	-1.78	2.74	0.00	0.17	0.17	-67.75	0
30	2	-2.46	4.10	0.00	0.17	0.17	-66.57	11
31	2	1.27	2.03	0.00	0.17	0.17	-126.20	60
32	2	1.93	0.37	0.00	0.17	0.17	171.11	75
33	2	-1.43	3.39	0.00	0.17	0.17	-72.34	62
34	2	-2.46	5.12	0.00	0.17	0.17	-70.14	0
35	2	-0.79	1.65	0.00	0.17	0.17	-99.26	249
36	2	1.60	3.70	0.00	0.17	0.17	-121.08	136
37	2	0.92	2.99	0.00	0.17	0.17	-102.63	250
38	2	2.30	4.77	0.00	0.17	0.17	-97.90	29
39	2	-1.74	0.40	0.00	0.17	0.17	13.96	255
40	2	0.58	1.26	0.00	0.17	0.17	-107.40	255
41	2	1.61	1.71	0.00	0.17	0.17	-121.49	25
42	2	-1.10	4.74	0.00	0.17	0.17	-94.73	1
43	2	-0.09	5.71	0.00	0.17	0.17	-87.47	254
44	2	0.93	1.34	0.00	0.17	0.17	-102.79	255
45	2	-2.44	2.02	0.00	0.17	0.17	-50.17	84
46	2	-0.08	3.29	0.00	0.17	0.17	-87.15	255
47	2	-0.40	0.92	0.00	0.17	0.17	-98.93	255
48	2	2.22	1.33	0.00	0.17	0.17	-96.81	254
49	2	-0.08	1.37	0.00	0.17	0.17	-94.82	35
50	2	0.26	5.40	0.00	0.17	0.17	-80.56	130
1	3	-2.46	5.46	0.00	0.17	0.17	-71.11	0
2	3	1.26	5.60	0.00	0.17	0.17	-90.00	202
3	3	0.26	6.08	0.00	0.17	0.17	-88.13	72
4	3	1.94	4.37	0.00	0.17	0.17	-94.34	86
5	3	-0.08	6.13	0.00	0.17	0.17	-97.97	22
6	3	0.60	4.40	0.00	0.17	0.17	-101.55	1
7	3	-2.11	5.09	0.00	0.17	0.17	-67.78	43
8	3	1.95	5.07	0.00	0.17	0.17	-102.46	66
9	3	-0.76	4.67	0.00	0.17	0.17	-92.44	144
10	3	-1.00	0.54	0.00	0.17	0.17	-43.39	255
11	3	0.26	4.29	0.00	0.17	0.17	-87.90	255
12	3	1.27	2.69	0.00	0.17	0.17	-90.70	64
13	3	1.28	6.13	0.00	0.17	0.17	-100.95	30
14	3	-0.76	6.28	0.00	0.17	0.17	-89.55	244
15	3	-1.70	1.58	0.00	0.17	0.17	-73.79	222
