

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	-2.46	0.70	0.00	0.17	0.17	-37.57	0
2	0	-0.08	2.06	0.00	0.17	0.17	-90.00	0
3	0	0.94	6.82	0.00	0.17	0.17	-95.04	0
4	0	2.30	6.14	0.00	0.17	0.17	-106.02	0
5	0	1.62	3.08	0.00	0.17	0.17	-108.56	0
6	0	0.94	1.38	0.00	0.17	0.17	-106.17	0
7	0	-0.76	0.36	0.00	0.17	0.17	-69.44	0
8	0	0.60	5.46	0.00	0.17	0.17	-93.10	0
9	0	-0.76	1.72	0.00	0.17	0.17	-79.38	0
10	0	2.30	3.76	0.00	0.17	0.17	-113.30	0
11	0	-1.10	5.80	0.00	0.17	0.17	-82.87	0
12	0	1.28	1.72	0.00	0.17	0.17	-110.74	0
13	0	-2.46	1.38	0.00	0.17	0.17	-47.12	0
14	0	0.94	4.78	0.00	0.17	0.17	-96.81	0
15	0	1.28	5.80	0.00	0.17	0.17	-98.61	0
16	0	-1.78	0.70	0.00	0.17	0.17	-48.01	0
17	0	0.94	2.40	0.00	0.17	0.17	-101.47	0
18	0	-0.08	5.46	0.00	0.17	0.17	-90.00	0
19	0	0.94	0.70	0.00	0.17	0.17	-112.09	0
20	0	1.62	5.46	0.00	0.17	0.17	-101.97	0
21	0	2.30	4.78	0.00	0.17	0.17	-109.53	0
22	0	2.30	4.10	0.00	0.17	0.17	-111.90	0
23	0	0.60	4.44	0.00	0.17	0.17	-93.68	0
24	0	1.96	3.76	0.00	0.17	0.17	-109.76	0
25	0	-1.44	6.14	0.00	0.17	0.17	-80.54	0
26	0	2.30	0.70	0.00	0.17	0.17	-140.33	0
27	0	0.60	6.14	0.00	0.17	0.17	-92.81	0
28	0	-1.78	1.04	0.00	0.17	0.17	-53.13	0
29	0	1.96	6.48	0.00	0.17	0.17	-102.88	0
30	0	1.62	4.44	0.00	0.17	0.17	-104.14	0
31	0	1.62	4.10	0.00	0.17	0.17	-105.04	0
32	0	1.96	4.44	0.00	0.17	0.17	-107.45	0
33	0	-1.10	0.70	0.00	0.17	0.17	-63.43	0
34	0	-2.12	2.74	0.00	0.17	0.17	-63.43	0
35	0	-2.46	1.72	0.00	0.17	0.17	-50.91	0
36	0	1.96	3.08	0.00	0.17	0.17	-112.74	0
37	0	-2.12	2.40	0.00	0.17	0.17	-61.19	0
38	0	0.26	2.06	0.00	0.17	0.17	-90.19	0
39	0	1.62	1.72	0.00	0.17	0.17	-116.73	0
40	0	1.62	3.42	0.00	0.17	0.17	-107.22	0
41	0	-2.46	4.44	0.00	0.17	0.17	-67.89	0
42	0	0.60	3.42	0.00	0.17	0.17	-94.53	0
43	0	-0.42	0.36	0.00	0.17	0.17	-82.87	0
44	0	-0.08	2.74	0.00	0.17	0.17	-90.00	0
45	0	-1.44	4.44	0.00	0.17	0.17	-77.66	0
46	0	-2.12	2.06	0.00	0.17	0.17	-58.57	0
47	0	-1.44	2.06	0.00	0.17	0.17	-68.75	0
48	0	-2.12	5.12	0.00	0.17	0.17	-73.01	0
49	0	1.62	2.40	0.00	0.17	0.17	-111.95	0
50	0	-0.76	4.44	0.00	0.17	0.17	-84.64	0
1	1	-2.45	0.70	0.00	0.17	0.17	-37.57	64
2	1	-0.08	2.06	0.00	0.17	0.17	-90.00	0
3	1	0.94	6.81	0.00	0.17	0.17	-95.04	79
4	1	2.30	6.11	0.00	0.17	0.17	-106.02	194
5	1	1.62	3.07	0.00	0.17	0.17	-108.56	64
6	1	0.94	1.37	0.00	0.17	0.17	-106.17	64
7	1	-0.76	0.36	0.00	0.17	0.17	-69.44	0
8	1	0.60	5.45	0.00	0.17	0.17	-93.10	79
9	1	-0.76	1.70	0.00	0.17	0.17	-79.38	139
10	1	2.30	3.76	0.00	0.17	0.17	-113.30	0
11	1	-1.10	5.77	0.00	0.17	0.17	-82.87	202
12	1	1.28	1.72	0.00	0.17	0.17	-110.74	0
13	1	-2.45	1.37	0.00	0.17	0.17	-47.12	79
14	1	0.94	4.74	0.00	0.17	0.17	-96.81	255
15	1	1.28	5.78	0.00	0.17	0.17	-98.61	139
16	1	-1.77	0.70	0.00	0.17	0.17	-48.01	64
17	1	0.94	2.38	0.00	0.17	0.17	-101.47	129
18	1	-0.08	5.42	0.00	0.17	0.17	-90.00	255
19	1	0.96	0.66	0.00	0.17	0.17	-112.09	255
20	1	1.62	5.44	0.00	0.17	0.17	-101.97	129
21	1	2.30	4.78	0.00	0.17	0.17	-109.53	26
22	1	2.30	4.10	0.00	0.17	0.17	-111.90	0
23	1	0.60	4.42	0.00	0.17	0.17	-93.68	129
24	1	1.96	3.76	0.00	0.17	0.17	-109.76	26
25	1	-1.44	6.14	0.00	0.17	0.17	-80.54	26
26	1	2.27	0.67	0.00	0.17	0.17	-140.33	255
