#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_1_2_lm_50/geo_1_2.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.42	6.14	0.00	0.17	0.17	-91.36	0
2	0	0.42	0.36	0.00	0.17	0.17	-97.13	0
3	0	0.42	14.98	0.00	0.17	0.17	-90.61	0
4	0	-0.26	14.98	0.00	0.17	0.17	-89.96	0
5	0	0.42	16.00	0.00	0.17	0.17	-90.57	0
6	0	0.42	4.78	0.00	0.17	0.17	-91.68	0
7	0	0.08	3.42	0.00	0.17	0.17	-90.00	0
8	0	0.08	11.24	0.00	0.17	0.17	-90.00	0
9	0	-0.26	13.62	0.00	0.17	0.17	-89.96	0
10	0	-0.26	2.74	0.00	0.17	0.17	-89.85	0
11	0	0.42	7.84	0.00	0.17	0.17	-91.10	0
12	0	0.08	16.68	0.00	0.17	0.17	-90.00	0
13	0	0.08	2.06	0.00	0.17	0.17	-90.00	0
14	0	-0.26	11.92	0.00	0.17	0.17	-89.96	0
15	0	0.08	8.18	0.00	0.17	0.17	-90.00	0
16	0	0.08	1.38	0.00	0.17	0.17	-90.00	0
17	0	0.08	4.78	0.00	0.17	0.17	-90.00	0
18	0	0.08	7.84	0.00	0.17	0.17	-90.00	0
19	0	-0.26	4.78	0.00	0.17	0.17	-89.90	0
20	0	0.42	1.38	0.00	0.17	0.17	-94.09	0
21	0	-0.26	0.36	0.00	0.17	0.17	-89.58	0
22	0	0.08	4.44	0.00	0.17	0.17	-90.00	0
23	0	-0.26	17.36	0.00	0.17	0.17	-89.97	0
24	0	0.08	7.50	0.00	0.17	0.17	-90.00	0
25	0	0.08	14.30	0.00	0.17	0.17	-90.00	0
26	0	0.08	0.02	0.00	0.17	0.17	-90.00	0
27	0	0.42	9.20	0.00	0.17	0.17	-90.95	0
28	0	0.42	2.74	0.00	0.17	0.17	-92.60	0
29	0	0.42	14.64	0.00	0.17	0.17	-90.62	0
30	0	0.08	19.40	0.00	0.17	0.17	-90.00	0
31	0	0.08	15.32	0.00	0.17	0.17	-90.00	0
32	0	0.42	0.70	0.00	0.17	0.17	-95.71	0
33	0	-0.26	8.18	0.00	0.17	0.17	-89.94	0
34	0	0.08	14.98	0.00	0.17	0.17	-90.00	0
35	0	0.42	1.72	0.00	0.17	0.17	-93.58	0
36	0	0.08	10.56	0.00	0.17	0.17	-90.00	0
37	0	-0.26	11.58	0.00	0.17	0.17	-89.95	0
38	0	0.08	20.76	0.00	0.17	0.17	-90.00	0
39	0	-0.26	20.76	0.00	0.17	0.17	-89.97	0
40	0	-0.26	18.38	0.00	0.17	0.17	-89.97	0
41	0	-0.26	3.42	0.00	0.17	0.17	-89.87	0
42	0	0.08	0.70	0.00	0.17	0.17	-90.00	0
43	0	0.08	16.00	0.00	0.17	0.17	-90.00	0
44	0	0.42	17.02	0.00	0.17	0.17	-90.54	0
45	0	0.08	6.82	0.00	0.17	0.17	-90.00	0
46	0	0.42	3.76	0.00	0.17	0.17	-92.05	0
47	0	-0.26	10.56	0.00	0.17	0.17	-89.95	0
48	0	-0.26	20.42	0.00	0.17	0.17	-89.97	0
