

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.42	3.08	0.00	0.17	0.17	-92.39	0
2	0	0.42	2.06	0.00	0.17	0.17	-93.18	0
3	0	0.42	14.98	0.00	0.17	0.17	-90.61	0
4	0	0.08	2.40	0.00	0.17	0.17	-90.00	0
5	0	-0.26	16.68	0.00	0.17	0.17	-89.97	0
6	0	-0.26	20.76	0.00	0.17	0.17	-89.97	0
7	0	0.08	12.26	0.00	0.17	0.17	-90.00	0
8	0	0.42	1.72	0.00	0.17	0.17	-93.58	0
9	0	-0.26	13.62	0.00	0.17	0.17	-89.96	0
10	0	-0.26	11.58	0.00	0.17	0.17	-89.95	0
11	0	-0.26	18.04	0.00	0.17	0.17	-89.97	0
12	0	0.08	17.70	0.00	0.17	0.17	-90.00	0
13	0	0.08	1.38	0.00	0.17	0.17	-90.00	0
14	0	0.08	8.52	0.00	0.17	0.17	-90.00	0
15	0	0.08	13.62	0.00	0.17	0.17	-90.00	0
16	0	0.08	2.06	0.00	0.17	0.17	-90.00	0
17	0	0.08	19.40	0.00	0.17	0.17	-90.00	0
18	0	0.42	17.36	0.00	0.17	0.17	-90.53	0
19	0	0.08	18.04	0.00	0.17	0.17	-90.00	0
20	0	-0.26	17.70	0.00	0.17	0.17	-89.97	0
21	0	0.08	7.50	0.00	0.17	0.17	-90.00	0
22	0	0.08	8.86	0.00	0.17	0.17	-90.00	0
23	0	0.08	12.94	0.00	0.17	0.17	-90.00	0
24	0	-0.26	20.08	0.00	0.17	0.17	-89.97	0
25	0	-0.26	9.88	0.00	0.17	0.17	-89.95	0
26	0	0.08	5.12	0.00	0.17	0.17	-90.00	0
27	0	-0.26	1.04	0.00	0.17	0.17	-89.72	0
28	0	-0.26	9.20	0.00	0.17	0.17	-89.94	0
29	0	0.08	14.98	0.00	0.17	0.17	-90.00	0
30	0	-0.26	19.74	0.00	0.17	0.17	-89.97	0
31	0	0.42	10.22	0.00	0.17	0.17	-90.87	0
32	0	-0.26	14.64	0.00	0.17	0.17	-89.96	0
33	0	0.42	13.96	0.00	0.17	0.17	-90.65	0
34	0	0.08	4.10	0.00	0.17	0.17	-90.00	0
35	0	0.08	5.46	0.00	0.17	0.17	-90.00	0
36	0	-0.26	20.42	0.00	0.17	0.17	-89.97	0
37	0	0.08	13.96	0.00	0.17	0.17	-90.00	0
38	0	0.08	7.84	0.00	0.17	0.17	-90.00	0
39	0	0.42	2.40	0.00	0.17	0.17	-92.86	0
40	0	0.42	10.56	0.00	0.17	0.17	-90.84	0
41	0	0.42	1.04	0.00	0.17	0.17	-94.76	0
42	0	0.42	9.88	0.00	0.17	0.17	-90.90	0
43	0	-0.26	5.80	0.00	0.17	0.17	-89.92	0
44	0	0.42	16.00	0.00	0.17	0.17	-90.57	0
45	0	-0.26	0.70	0.00	0.17	0.17	-89.66	0
46	0	0.08	0.02	0.00	0.17	0.17	-90.00	0
47	0	0.08	4.44	0.00	0.17	0.17	-90.00	0
48	0	-0.26	5.46	0.00	0.17	0.17	-89.91	0
49	0	-0.26	14.30	0.00	0.17	0.17	-89.96	0
50	0	0.42	13.62	0.00	0.17	0.17	-90.67	0
1	1	0.42	3.07	0.00	0.17	0.17	-92.39	64
2	1	0.42	2.06	0.00	0.17	0.17	-93.18	0
3	1	0.42	14.98	0.00	0.17	0.17	-90.61	0
4	1	0.08	2.40	0.00	0.17	0.17	-90.00	0
5	1	-0.22	16.67	0.00	0.17	0.17	-89.97	254
6	1	-0.26	20.76	0.00	0.17	0.17	-89.97	0
7	1	0.08	12.25	0.00	0.17	0.17	-90.00	79
8	1	0.42	1.72	0.00	0.17	0.17	-93.58	26
9	1	-0.26	13.62	0.00	0.17	0.17	-89.96	0
10	1	-0.24	11.56	0.00	0.17	0.17	-89.95	168
11	1	-0.26	18.04	0.00	0.17	0.17	-89.97	0
12	1	0.08	17.70	0.00	0.17	0.17	-90.00	26
13	1	0.08	1.38	0.00	0.17	0.17	-90.00	26
14	1	0.08	8.51	0.00	0.17	0.17	-90.00	64
15	1	0.08	13.62	0.00	0.17	0.17	-90.00	0
16	1	0.08	2.06	0.00	0.17	0.17	-90.00	0
17	1	0.06	19.37	0.00	0.17	0.17	-90.00	254
18	1	0.40	17.35	0.00	0.17	0.17	-90.53	118
19	1	0.08	18.04	0.00	0.17	0.17	-90.00	0
20	1	-0.26	17.70	0.00	0.17	0.17	-89.97	0
21	1	0.04	7.50	0.00	0.17	0.17	-90.00	255
22	1	0.08	8.86	0.00	0.17	0.17	-90.00	0
23	1	0.11	12.91	0.00	0.17	0.17	-90.00	255
24	1	-0.26	20.08	0.00	0.17	0.17	-89.97	0
25	1	-0.25	9.88	0.00	0.17	0.17	-89.95	64
26	1	0.08	5.11	0.00	0.17	0.17	-90.00	64
27	1	-0.26	1.04	0.00	0.17	0.17	-89.72	0
28	1	-0.26	9.20	0.00	0.17	0.17	-89.94	26
29	1	0.08	14.98	0.00	0.17	0.17	-90.00	0
30	1	-0.26	19.74	0.00	0.17	0.17	-89.97	26
31	1	0.42	10.22	0.00	0.17	0.17	-90.87	0
32	1	-0.26	14.64	0.00	0.17	0.17	-89.96	0
33	1	0.46	13.98	0.00	0.17	0.17	-90.65	255
34	1	0.08	4.08	0.00	0.17	0.17	-90.00	139
35	1	0.08	5.46	0.00	0.17	0.17	-90.00	0
36	1	-0.26	20.42	0.00	0.17	0.17	-89.97	0
37	1	0.08	13.96	0.00	0.17	0.17	-90.00	0
38	1	0.08	7.84	0.00	0.17	0.17	-90.00	0
39	1	0.42	2.40	0.00	0.17	0.17	-92.86	0
40	1	0.42	10.56	0.00	0.17	0.17	-90.84	0
41	1	0.42	1.02	0.00	0.17	0.17	-94.76	139
42	1	0.41	9.87	0.00	0.17	0.17	-90.90	118
43	1	-0.26	5.80	0.00	0.17	0.17	-89.92	0
44	1	0.39	15.97	0.00	0.17	0.17	-90.57	255
45	1	-0.22	0.70	0.00	0.17	0.17	-89.66	254
46	1	0.04	0.02	0.00	0.17	0.17	-90.00	255
47	1	0.08	4.44	0.00	0.17	0.17	-90.00	0
48	1	-0.26	5.46	0.00	0.17	0.17	-89.91	0
49	1	-0.26	14.29	0.00	0.17	0.17	-89.96	64
50	1	0.42	13.62	0.00	0.17	0.17	-90.67	0
1	2	0.42	3.05	0.00	0.17	0.17	-83.10	60
2	2	0.42	2.06	0.00	0.17	0.17	-93.18	0
3	2	0.42	14.98	0.00	0.17	0.17	-90.61	0
4	2	0.08	2.40	0.00	0.17	0.17	-90.00	0
5	2	-0.22	16.59	0.00	0.17	0.17	-93.74	254
6	2	-0.26	20.76	0.00	0.17	0.17	-89.97	0
7	2	0.04	12.21	0.00	0.17	0.17	-98.11	255
8	2	0.42	1.71	0.00	0.17	0.17	-91.57	26
9	2	-0.26	13.62	0.00	0.17	0.17	-89.96	0
10	2	-0.22	11.51	0.00	0.17	0.17	-72.62	158
11	2	-0.26	18.04	0.00	0.17	0.17	-89.97	0
12	2	0.08	17.69	0.00	0.17	0.17	-91.49	22
13	2	0.08	1.37	0.00	0.17	0.17	-72.12	26
14	2	0.11	8.47	0.00	0.17	0.17	-80.87	254
15	2	0.08	13.62	0.00	0.17	0.17	-90.00	0
16	2	0.08	2.06	0.00	0.17	0.17	-90.00	0
17	2	0.05	19.31	0.00	0.17	0.17	-111.81	182
18	2	0.37	17.30	0.00	0.17	0.17	-159.41	196
19	2	0.08	18.04	0.00	0.17	0.17	-90.00	1
20	2	-0.26	17.70	0.00	0.17	0.17	-89.97	0
21	2	0.03	7.42	0.00	0.17	0.17	-108.16	255
22	2	0.08	8.86	0.00	0.17	0.17	-90.00	3
23	2	0.11	12.89	0.00	0.17	0.17	-112.76	62
24	2	-0.26	20.08	0.00	0.17	0.17	-89.97	0
25	2	-0.23	9.86	0.00	0.17	0.17	-55.47	63
26	2	0.08	5.09	0.00	0.17	0.17	-86.12	60
27	2	-0.26	1.04	0.00	0.17	0.17	-89.72	3
28	2	-0.27	9.15	0.00	0.17	0.17	-44.41	255
29	2	0.08	14.97	0.00	0.17	0.17	-99.45	26
30	2	-0.25	19.73	0.00	0.17	0.17	-57.15	29
31	2	0.42	10.22	0.00	0.17	0.17	-90.87	3
32	2	-0.26	14.64	0.00	0.17	0.17	-89.96	2
33	2	0.46	13.98	0.00	0.17	0.17	-90.65	4
34	2	0.08	4.01	0.00	0.17	0.17	-82.86	250
35	2	0.08	5.46	0.00	0.17	0.17	-90.00	0
36	2	-0.26	20.42	0.00	0.17	0.17	-89.97	0
37	2	0.08	13.96	0.00	0.17	0.17	-90.00	0
38	2	0.08	7.84	0.00	0.17	0.17	-90.00	8
39	2	0.42	2.40	0.00	0.17	0.17	-92.86	0
40	2	0.38	10.57	0.00	0.17	0.17	-90.84	254
41	2	0.43	0.93	0.00	0.17	0.17	-91.78	255
42	2	0.39	9.86	0.00	0.17	0.17	-163.68	56
43	2	-0.26	5.80	0.00	0.17	0.17	-89.92	0
44	2	0.34	15.94	0.00	0.17	0.17	-166.40	129
45	2	-0.21	0.67	0.00	0.17	0.17	-85.57	78
46	2	0.04	-0.06	0.00	0.17	0.17	-87.59	254
47	2	0.08	4.44	0.00	0.17	0.17	-90.00	8
48	2	-0.26	5.42	0.00	0.17	0.17	-89.91	255
49	2	-0.26	14.28	0.00	0.17	0.17	-60.35	24
50	2	0.42	13.62	0.00	0.17	0.17	-90.67	0
1	3	0.42	3.03	0.00	0.17	0.17	-92.28	57
2	3	0.42	2.06	0.00	0.17	0.17	-93.18	0
3	3	0.42	14.98	0.00	0.17	0.17	-90.61	0
4	3	0.08	2.40	0.00	0.17	0.17	-90.00	0
5	3	-0.20	16.53	0.00	0.17	0.17	-75.68	84
6	3	-0.26	20.76	0.00	0.17	0.17	-89.97	0
7	3	0.03	12.19	0.00	0.17	0.17	-88.66	81
8	3	0.44	1.66	0.00	0.17	0.17	-64.53	255
9	3	-0.28	13.57	0.00	0.17	0.17	-130.40	89
10	3	-0.25	11.47	0.00	0.17	0.17	-155.95	148
11	3	-0.26	18.04	0.00	0.17	0.17	-89.97	0
12	3	0.08	17.68	0.00	0.17	0.17	-149.45	26
13	3	0.09	1.36	0.00	0.17	0.17	-75.31	40
14	3	0.10	8.45	0.00	0.17	0.17	-108.00	53
15	3	0.08	13.61	0.00	0.17	0.17	-90.00	75
16	3	0.08	2.04	0.00	0.17	0.17	-93.45	29
17	3	0.05	19.28	0.00	0.17	0.17	-82.65	38
18	3	0.30	17.26	0.00	0.17	0.17	-152.74	254
19	3	0.08	18.04	0.00	0.17	0.17	-90.00	0
