#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_3_4_lm_50/geo_3_4.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.34	7.50	0.00	0.17	0.17	-90.61	0
2	0	-0.34	4.44	0.00	0.17	0.17	-89.05	0
3	0	0.68	3.42	0.00	0.17	0.17	-95.56	0
4	0	1.02	3.76	0.00	0.17	0.17	-99.19	0
5	0	-0.34	3.42	0.00	0.17	0.17	-88.83	0
6	0	1.36	4.10	0.00	0.17	0.17	-102.28	0
7	0	-1.02	6.82	0.00	0.17	0.17	-84.38	0
8	0	1.36	3.08	0.00	0.17	0.17	-105.22	0
9	0	-1.36	7.16	0.00	0.17	0.17	-82.25	0
10	0	-0.68	6.82	0.00	0.17	0.17	-86.85	0
11	0	-1.36	4.10	0.00	0.17	0.17	-77.72	0
12	0	0.68	7.84	0.00	0.17	0.17	-92.78	0
13	0	1.36	1.38	0.00	0.17	0.17	-115.00	0
14	0	-0.68	6.48	0.00	0.17	0.17	-86.71	0
15	0	-0.68	2.06	0.00	0.17	0.17	-82.00	0
16	0	-1.02	8.18	0.00	0.17	0.17	-85.21	0
17	0	0.00	0.70	0.00	0.17	0.17	-90.00	0
18	0	1.02	5.12	0.00	0.17	0.17	-97.17	0
19	0	-1.02	1.38	0.00	0.17	0.17	-72.07	0
20	0	1.02	2.74	0.00	0.17	0.17	-101.63	0
21	0	1.02	0.70	0.00	0.17	0.17	-114.37	0
22	0	1.36	3.42	0.00	0.17	0.17	-104.10	0
23	0	1.36	6.14	0.00	0.17	0.17	-98.84	0
24	0	0.68	2.40	0.00	0.17	0.17	-97.21	0
25	0	0.68	1.72	0.00	0.17	0.17	-98.98	0
26	0	-1.36	3.76	0.00	0.17	0.17	-76.87	0
27	0	0.68	0.36	0.00	0.17	0.17	-107.55	0
28	0	-1.02	5.46	0.00	0.17	0.17	-83.20	0
29	0	-0.68	7.50	0.00	0.17	0.17	-87.10	0
30	0	1.02	4.44	0.00	0.17	0.17	-98.06	0
31	0	0.34	5.12	0.00	0.17	0.17	-90.84	0
32	0	0.00	5.46	0.00	0.17	0.17	-90.00	0
33	0	1.36	2.06	0.00	0.17	0.17	-109.94	0
34	0	-0.34	1.72	0.00	0.17	0.17	-88.10	0
35	0	-1.36	4.44	0.00	0.17	0.17	-78.47	0
36	0	-0.68	3.42	0.00	0.17	0.17	-84.44	0
37	0	0.68	8.18	0.00	0.17	0.17	-92.68	0
38	0	0.34	2.06	0.00	0.17	0.17	-91.68	0
39	0	-0.68	0.70	0.00	0.17	0.17	-75.81	0
40	0	0.34	6.14	0.00	0.17	0.17	-90.72	0
41	0	0.68	3.08	0.00	0.17	0.17	-96.02	0
42	0	-1.02	2.40	0.00	0.17	0.17	-77.24	0
43	0	1.36	7.50	0.00	0.17	0.17	-97.44	0
44	0	-1.36	4.78	0.00	0.17	0.17	-79.13	0
45	0	1.02	1.38	0.00	0.17	0.17	-107.93	0
46	0	1.36	4.44	0.00	0.17	0.17	-101.53	0
47	0	-1.02	5.12	0.00	0.17	0.17	-82.83	0
48	0	-1.02	7.84	0.00	0.17	0.17	-85.02	0
49	0	0.68	7.16	0.00	0.17	0.17	-93.02	0
50	0	0.34	7.16	0.00	0.17	0.17	-90.63	0
1	1	0.34	7.50	0.00	0.17	0.17	-90.61	0
2	1	-0.34	4.42	0.00	0.17	0.17	-89.05	129
3	1	0.68	3.42	0.00	0.17	0.17	-95.56	0
4	1	1.02	3.76	0.00	0.17	0.17	-99.19	26
5	1	-0.34	3.42	0.00	0.17	0.17	-88.83	0
6	1	1.36	4.09	0.00	0.17	0.17	-102.28	64
7	1	-1.03	6.78	0.00	0.17	0.17	-84.38	255
8	1	1.36	3.08	0.00	0.17	0.17	-105.22	26
9	1	-1.36	7.16	0.00	0.17	0.17	-82.25	26
10	1	-0.68	6.82	0.00	0.17	0.17	-86.85	0
11	1	-1.36	4.10	0.00	0.17	0.17	-77.72	0
12	1	0.68	7.84	0.00	0.17	0.17	-92.78	26
13	1	1.37	1.34	0.00	0.17	0.17	-115.00	255
14	1	-0.67	6.44	0.00	0.17	0.17	-86.71	255
15	1	-0.68	2.05	0.00	0.17	0.17	-82.00	79
16	1	-1.02	8.18	0.00	0.17	0.17	-85.21	0
17	1	0.00	0.66	0.00	0.17	0.17	-90.00	254
18	1	1.02	5.11	0.00	0.17	0.17	-97.17	64
19	1	-1.02	1.37	0.00	0.17	0.17	-72.07	79
20	1	1.02	2.73	0.00	0.17	0.17	-101.63	79
21	1	1.02	0.70	0.00	0.17	0.17	-114.37	26
22	1	1.36	3.42	0.00	0.17	0.17	-104.10	0
23	1	1.36	6.12	0.00	0.17	0.17	-98.84	139
24	1	0.68	2.40	0.00	0.17	0.17	-97.21	26
25	1	0.68	1.72	0.00	0.17	0.17	-98.98	26
26	1	-1.36	3.73	0.00	0.17	0.17	-76.87	202
27	1	0.68	0.36	0.00	0.17	0.17	-107.55	26
28	1	-1.02	5.46	0.00	0.17	0.17	-83.20	0
29	1	-0.68	7.49	0.00	0.17	0.17	-87.10	64
30	1	1.02	4.43	0.00	0.17	0.17	-98.06	64
31	1	0.34	5.08	0.00	0.17	0.17	-90.84	255
32	1	0.00	5.46	0.00	0.17	0.17	-90.00	26
33	1	1.36	2.05	0.00	0.17	0.17	-109.94	64
34	1	-0.35	1.70	0.00	0.17	0.17	-88.10	139
35	1	-1.36	4.44	0.00	0.17	0.17	-78.47	0
36	1	-0.68	3.42	0.00	0.17	0.17	-84.44	0
37	1	0.68	8.18	0.00	0.17	0.17	-92.68	0
38	1	0.34	2.06	0.00	0.17	0.17	-91.68	26
39	1	-0.65	0.67	0.00	0.17	0.17	-75.81	255
40	1	0.34	6.13	0.00	0.17	0.17	-90.72	79
41	1	0.68	3.07	0.00	0.17	0.17	-96.02	64
42	1	-1.02	2.40	0.00	0.17	0.17	-77.24	26
43	1	1.35	7.47	0.00	0.17	0.17	-97.44	194
44	1	-1.36	4.78	0.00	0.17	0.17	-79.13	0
45	1	1.02	1.37	0.00	0.17	0.17	-107.93	64
46	1	1.36	4.44	0.00	0.17	0.17	-101.53	0
