#description: jpscore (0.8.4)
#count: 0
#framerate: 16.00
#geometry: /Users/jonas/Documents/phd/c++/jps_ben_vel/jpscore/build/bin/../../files/evacuation_files/trajectories/ini_lm_50/ini_3_4_lm_50/geo_3_4.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse


#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.68	2.06	0.00	0.17	0.17	-98.00	0
2	0	-0.34	4.10	0.00	0.17	0.17	-88.99	0
3	0	0.68	4.10	0.00	0.17	0.17	-94.82	0
4	0	0.68	7.16	0.00	0.17	0.17	-93.02	0
5	0	0.34	6.14	0.00	0.17	0.17	-90.72	0
6	0	-1.02	5.80	0.00	0.17	0.17	-83.54	0
7	0	1.36	4.10	0.00	0.17	0.17	-102.28	0
8	0	-1.36	3.42	0.00	0.17	0.17	-75.90	0
9	0	1.02	0.36	0.00	0.17	0.17	-119.52	0
10	0	1.02	3.08	0.00	0.17	0.17	-100.69	0
11	0	-0.34	6.48	0.00	0.17	0.17	-89.31	0
12	0	0.34	7.84	0.00	0.17	0.17	-90.58	0
13	0	1.36	0.70	0.00	0.17	0.17	-123.14	0
14	0	0.34	7.16	0.00	0.17	0.17	-90.63	0
15	0	0.00	5.46	0.00	0.17	0.17	-90.00	0
16	0	0.68	4.44	0.00	0.17	0.17	-94.52	0
17	0	1.02	2.74	0.00	0.17	0.17	-101.63	0
18	0	-0.34	5.80	0.00	0.17	0.17	-89.24	0
19	0	-1.02	1.04	0.00	0.17	0.17	-69.32	0
20	0	-0.34	1.38	0.00	0.17	0.17	-87.83	0
21	0	-1.36	3.76	0.00	0.17	0.17	-76.87	0
22	0	-1.02	1.38	0.00	0.17	0.17	-72.07	0
23	0	-0.34	7.84	0.00	0.17	0.17	-89.42	0
24	0	-1.36	6.48	0.00	0.17	0.17	-81.56	0
25	0	-0.34	7.16	0.00	0.17	0.17	-89.37	0
26	0	-1.36	4.78	0.00	0.17	0.17	-79.13	0
27	0	1.02	1.04	0.00	0.17	0.17	-110.68	0
28	0	1.36	4.44	0.00	0.17	0.17	-101.53	0
29	0	-0.68	2.74	0.00	0.17	0.17	-83.44	0
30	0	0.00	1.04	0.00	0.17	0.17	-90.00	0
31	0	-1.02	4.10	0.00	0.17	0.17	-81.41	0
32	0	1.36	8.18	0.00	0.17	0.17	-96.89	0
33	0	-1.02	6.14	0.00	0.17	0.17	-83.84	0
34	0	1.02	8.18	0.00	0.17	0.17	-94.79	0
35	0	1.02	4.78	0.00	0.17	0.17	-97.59	0
36	0	0.34	5.46	0.00	0.17	0.17	-90.80	0
37	0	1.36	2.40	0.00	0.17	0.17	-108.08	0
38	0	1.02	4.10	0.00	0.17	0.17	-98.59	0
39	0	1.36	6.82	0.00	0.17	0.17	-98.08	0
40	0	-1.36	0.36	0.00	0.17	0.17	-50.78	0
41	0	1.02	5.12	0.00	0.17	0.17	-97.17	0
42	0	0.68	6.14	0.00	0.17	0.17	-93.45	0
43	0	0.68	0.36	0.00	0.17	0.17	-107.55	0
44	0	1.02	3.76	0.00	0.17	0.17	-99.19	0
45	0	-1.02	3.42	0.00	0.17	0.17	-80.12	0
46	0	-0.68	1.04	0.00	0.17	0.17	-78.10	0
47	0	0.34	3.08	0.00	0.17	0.17	-91.26	0
48	0	-0.68	2.06	0.00	0.17	0.17	-82.00	0
49	0	0.00	7.16	0.00	0.17	0.17	-90.00	0
50	0	0.00	4.10	0.00	0.17	0.17	-90.00	0
1	1	0.68	2.02	0.00	0.17	0.17	-98.00	255
2	1	-0.34	4.10	0.00	0.17	0.17	-88.99	0
3	1	0.68	4.08	0.00	0.17	0.17	-94.82	139
4	1	0.68	7.14	0.00	0.17	0.17	-93.02	129
5	1	0.34	6.14	0.00	0.17	0.17	-90.72	0
6	1	-1.02	5.78	0.00	0.17	0.17	-83.54	139
7	1	1.36	4.10	0.00	0.17	0.17	-102.28	0
8	1	-1.36	3.42	0.00	0.17	0.17	-75.90	0
9	1	1.02	0.36	0.00	0.17	0.17	-119.52	0
10	1	1.02	3.08	0.00	0.17	0.17	-100.69	0
11	1	-0.34	6.47	0.00	0.17	0.17	-89.31	64
12	1	0.33	7.83	0.00	0.17	0.17	-90.58	79
13	1	1.36	0.70	0.00	0.17	0.17	-123.14	26
14	1	0.34	7.16	0.00	0.17	0.17	-90.63	0
15	1	0.00	5.46	0.00	0.17	0.17	-90.00	0
16	1	0.68	4.44	0.00	0.17	0.17	-94.52	0
17	1	1.02	2.73	0.00	0.17	0.17	-101.63	79
18	1	-0.34	5.76	0.00	0.17	0.17	-89.24	255
19	1	-1.02	1.04	0.00	0.17	0.17	-69.32	0
20	1	-0.34	1.38	0.00	0.17	0.17	-87.83	26
21	1	-1.36	3.76	0.00	0.17	0.17	-76.87	0
22	1	-1.02	1.38	0.00	0.17	0.17	-72.07	0
23	1	-0.34	7.83	0.00	0.17	0.17	-89.42	64
24	1	-1.36	6.48	0.00	0.17	0.17	-81.56	26
25	1	-0.34	7.15	0.00	0.17	0.17	-89.37	64
26	1	-1.36	4.77	0.00	0.17	0.17	-79.13	79
27	1	1.06	1.05	0.00	0.17	0.17	-110.68	255
28	1	1.36	4.44	0.00	0.17	0.17	-101.53	0
29	1	-0.68	2.73	0.00	0.17	0.17	-83.44	64
30	1	0.00	1.00	0.00	0.17	0.17	-90.00	254
31	1	-1.02	4.09	0.00	0.17	0.17	-81.41	64
32	1	1.36	8.18	0.00	0.17	0.17	-96.89	0
33	1	-1.02	6.14	0.00	0.17	0.17	-83.84	0
34	1	1.01	8.16	0.00	0.17	0.17	-94.79	139
35	1	1.02	4.78	0.00	0.17	0.17	-97.59	26
36	1	0.34	5.44	0.00	0.17	0.17	-90.80	139
37	1	1.37	2.36	0.00	0.17	0.17	-108.08	255
38	1	1.02	4.10	0.00	0.17	0.17	-98.59	0
39	1	1.33	6.81	0.00	0.17	0.17	-98.08	168
40	1	-1.35	0.37	0.00	0.17	0.17	-50.78	79
41	1	1.02	5.12	0.00	0.17	0.17	-97.17	0
42	1	0.68	6.14	0.00	0.17	0.17	-93.45	0
43	1	0.64	0.35	0.00	0.17	0.17	-107.55	255
