

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	0.47	3.76	0.00	0.17	0.17	-92.65	0
2	0	0.81	4.44	0.00	0.17	0.17	-95.88	0
3	0	-1.57	3.76	0.00	0.17	0.17	-74.50	0
4	0	-1.23	0.70	0.00	0.17	0.17	-60.04	0
5	0	0.47	3.42	0.00	0.17	0.17	-92.85	0
6	0	1.83	4.44	0.00	0.17	0.17	-106.20	0
7	0	-1.23	2.74	0.00	0.17	0.17	-75.32	0
8	0	-0.89	1.04	0.00	0.17	0.17	-72.58	0
9	0	1.49	0.70	0.00	0.17	0.17	-126.11	0
10	0	1.49	4.44	0.00	0.17	0.17	-102.84	0
11	0	-1.91	4.44	0.00	0.17	0.17	-73.03	0
12	0	-1.91	7.50	0.00	0.17	0.17	-78.95	0
13	0	-1.91	5.12	0.00	0.17	0.17	-74.82	0
14	0	-0.21	5.46	0.00	0.17	0.17	-90.00	0
15	0	1.83	7.84	0.00	0.17	0.17	-100.13	0
16	0	0.13	4.78	0.00	0.17	0.17	-90.00	0
17	0	-0.21	3.76	0.00	0.17	0.17	-90.00	0
18	0	-1.57	5.46	0.00	0.17	0.17	-78.45	0
19	0	1.49	6.48	0.00	0.17	0.17	-99.41	0
20	0	-1.23	4.44	0.00	0.17	0.17	-79.79	0
21	0	-0.89	6.48	0.00	0.17	0.17	-85.11	0
22	0	-1.91	4.10	0.00	0.17	0.17	-71.97	0
23	0	1.15	7.50	0.00	0.17	0.17	-96.04	0
24	0	-0.55	5.46	0.00	0.17	0.17	-87.34	0
25	0	-1.91	8.86	0.00	0.17	0.17	-80.44	0
26	0	0.47	5.80	0.00	0.17	0.17	-91.85	0
27	0	1.49	3.42	0.00	0.17	0.17	-105.67	0
28	0	0.13	8.52	0.00	0.17	0.17	-90.00	0
29	0	1.15	1.38	0.00	0.17	0.17	-110.71	0
30	0	0.81	3.76	0.00	0.17	0.17	-96.71	0
31	0	-1.91	4.78	0.00	0.17	0.17	-73.98	0
32	0	-1.23	8.18	0.00	0.17	0.17	-83.91	0
33	0	1.83	5.80	0.00	0.17	0.17	-103.08	0
34	0	-1.23	6.82	0.00	0.17	0.17	-82.86	0
35	0	-1.57	8.52	0.00	0.17	0.17	-82.11	0
36	0	1.49	1.04	0.00	0.17	0.17	-121.29	0
37	0	0.13	2.06	0.00	0.17	0.17	-90.00	0
38	0	1.49	2.06	0.00	0.17	0.17	-112.06	0
39	0	-1.91	8.52	0.00	0.17	0.17	-80.11	0
40	0	1.15	8.18	0.00	0.17	0.17	-95.60	0
41	0	1.83	6.82	0.00	0.17	0.17	-101.42	0
42	0	-1.91	5.46	0.00	0.17	0.17	-75.59	0
43	0	-0.89	2.06	0.00	0.17	0.17	-78.19	0
44	0	-1.23	6.14	0.00	0.17	0.17	-82.18	0
45	0	-1.91	3.42	0.00	0.17	0.17	-69.42	0
46	0	0.13	1.38	0.00	0.17	0.17	-90.00	0
47	0	-0.89	0.36	0.00	0.17	0.17	-64.80	0
