

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR
1	0	-1.23	1.38	0.00	0.17	0.17	-67.62	0
2	0	1.15	2.40	0.00	0.17	0.17	-104.83	0
3	0	1.83	8.18	0.00	0.17	0.17	-99.77	0
4	0	1.49	2.40	0.00	0.17	0.17	-110.04	0
5	0	1.49	4.78	0.00	0.17	0.17	-102.11	0
6	0	-0.55	0.36	0.00	0.17	0.17	-77.56	0
7	0	-0.89	1.72	0.00	0.17	0.17	-76.76	0
8	0	0.81	7.50	0.00	0.17	0.17	-93.77	0
9	0	1.49	5.12	0.00	0.17	0.17	-101.45	0
10	0	0.47	1.38	0.00	0.17	0.17	-95.28	0
11	0	1.15	7.50	0.00	0.17	0.17	-96.04	0
12	0	-1.91	7.16	0.00	0.17	0.17	-78.50	0
13	0	-1.91	3.42	0.00	0.17	0.17	-69.42	0
14	0	-0.21	1.72	0.00	0.17	0.17	-90.00	0
15	0	0.47	4.78	0.00	0.17	0.17	-92.18	0
16	0	1.15	2.74	0.00	0.17	0.17	-103.53	0
17	0	1.49	0.70	0.00	0.17	0.17	-126.11	0
18	0	1.49	3.42	0.00	0.17	0.17	-105.67	0
19	0	0.81	1.38	0.00	0.17	0.17	-103.24	0
20	0	0.13	0.70	0.00	0.17	0.17	-90.00	0
21	0	1.49	1.72	0.00	0.17	0.17	-114.51	0
22	0	0.47	6.48	0.00	0.17	0.17	-91.68	0
23	0	-0.21	7.16	0.00	0.17	0.17	-90.00	0
24	0	-1.23	2.40	0.00	0.17	0.17	-73.92	0
25	0	-1.57	8.86	0.00	0.17	0.17	-82.37	0
26	0	1.15	0.36	0.00	0.17	0.17	-123.50	0
27	0	1.83	6.14	0.00	0.17	0.17	-102.48	0
28	0	0.13	6.48	0.00	0.17	0.17	-90.00	0
29	0	-0.21	4.78	0.00	0.17	0.17	-90.00	0
30	0	-1.23	6.48	0.00	0.17	0.17	-82.54	0
31	0	-1.23	6.14	0.00	0.17	0.17	-82.18	0
32	0	-0.89	2.74	0.00	0.17	0.17	-80.29	0
33	0	-1.91	1.04	0.00	0.17	0.17	-50.86	0
34	0	0.81	1.72	0.00	0.17	0.17	-101.63	0
35	0	0.47	7.16	0.00	0.17	0.17	-91.54	0
36	0	1.49	8.18	0.00	0.17	0.17	-97.69	0
37	0	-1.23	3.08	0.00	0.17	0.17	-76.49	0
38	0	-0.55	8.86	0.00	0.17	0.17	-88.26	0
39	0	-0.89	7.84	0.00	0.17	0.17	-85.86	0
40	0	-0.89	1.04	0.00	0.17	0.17	-72.58	0
41	0	1.15	1.38	0.00	0.17	0.17	-110.71	0
42	0	0.81	4.44	0.00	0.17	0.17	-95.88	0
43	0	1.49	3.76	0.00	0.17	0.17	-104.60	0
44	0	-0.55	4.10	0.00	0.17	0.17	-86.63	0
45	0	0.81	8.86	0.00	0.17	0.17	-93.25	0
46	0	-1.23	4.44	0.00	0.17	0.17	-79.79	0
47	0	-0.21	5.46	0.00	0.17	0.17	-90.00	0
48	0	-0.21	1.38	0.00	0.17	0.17	-90.00	0
49	0	-0.89	5.80	0.00	0.17	0.17	-84.62	0
50	0	-1.23	0.70	0.00	0.17	0.17	-60.04	0
1	1	-1.23	1.38	0.00	0.17	0.17	-67.62	26
2	1	1.14	2.39	0.00	0.17	0.17	-104.83	79
3	1	1.83	8.18	0.00	0.17	0.17	-99.77	0
4	1	1.49	2.40	0.00	0.17	0.17	-110.04	0
5	1	1.48	4.76	0.00	0.17	0.17	-102.11	129
6	1	-0.54	0.36	0.00	0.17	0.17	-77.56	79
7	1	-0.89	1.71	0.00	0.17	0.17	-76.76	64
8	1	0.81	7.50	0.00	0.17	0.17	-93.77	26
9	1	1.49	5.12	0.00	0.17	0.17	-101.45	0
10	1	0.46	1.37	0.00	0.17	0.17	-95.28	79
11	1	1.16	7.46	0.00	0.17	0.17	-96.04	255
12	1	-1.87	7.15	0.00	0.17	0.17	-78.50	254
13	1	-1.90	3.39	0.00	0.17	0.17	-69.42	168
14	1	-0.21	1.72	0.00	0.17	0.17	-90.00	0
15	1	0.47	4.74	0.00	0.17	0.17	-92.18	254
16	1	1.15	2.74	0.00	0.17	0.17	-103.53	0
17	1	1.49	0.70	0.00	0.17	0.17	-126.11	26
18	1	1.49	3.41	0.00	0.17	0.17	-105.67	79
19	1	0.81	1.38	0.00	0.17	0.17	-103.24	0
20	1	0.15	0.69	0.00	0.17	0.17	-90.00	139
21	1	1.49	1.72	0.00	0.17	0.17	-114.51	26
22	1	0.47	6.44	0.00	0.17	0.17	-91.68	255
23	1	-0.23	7.14	0.00	0.17	0.17	-90.00	168
24	1	-1.22	2.39	0.00	0.17	0.17	-73.92	79
25	1	-1.58	8.82	0.00	0.17	0.17	-82.37	254
26	1	1.13	0.36	0.00	0.17	0.17	-123.50	139
27	1	1.83	6.12	0.00	0.17	0.17	-102.48	139
28	1	0.13	6.46	0.00	0.17	0.17	-90.00	139
29	1	-0.21	4.77	0.00	0.17	0.17	-90.00	79
30	1	-1.23	6.48	0.00	0.17	0.17	-82.54	0
31	1	-1.23	6.10	0.00	0.17	0.17	-82.18	255
32	1	-0.89	2.72	0.00	0.17	0.17	-80.29	129
33	1	-1.90	1.03	0.00	0.17	0.17	-50.86	79
34	1	0.81	1.72	0.00	0.17	0.17	-101.63	0
35	1	0.47	7.15	0.00	0.17	0.17	-91.54	64
36	1	1.48	8.17	0.00	0.17	0.17	-97.69	79
37	1	-1.23	3.08	0.00	0.17	0.17	-76.49	26
38	1	-0.55	8.82	0.00	0.17	0.17	-88.26	255
39	1	-0.90	7.81	0.00	0.17	0.17	-85.86	202
40	1	-0.89	1.04	0.00	0.17	0.17	-72.58	26
41	1	1.15	1.38	0.00	0.17	0.17	-110.71	0
42	1	0.81	4.40	0.00	0.17	0.17	-95.88	255
